SerialICE: Open connection to target hardware...
SerialICE: Waiting for handshake with target... target alive!
013d.01b6    RH..    [f000:01c8]   IO: outb 0070 <= 3a
013d.01b7    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01b8    R.Q.    [f000:0282]   MEM:  readw 000f020b => 020d
013d.01b9    RH..    [f000:040e]   IO: outb 0070 <= 3b
013d.01ba    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01bb    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01bc    RH..    [f000:020d]   IO: outb 0070 <= 3c
013d.01bd    RH..    [f000:0414]   IO:  inb 0071 => 30
013d.01be    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01bf    RH..    [f000:040e]   IO: outb 0070 <= 3d
013d.01c0    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01c1    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01c2    R.Q.    [f000:01c8]   MEM:  readw 000f2283 => 003f
013d.01c3    R.Q.    [f000:0211]   MEM:  readw 000f2285 => 0054
013d.01c4    RH..    [f000:040e]   IO: outb 0070 <= 40
013d.01c5    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01c6    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01c7    RH..    [f000:020d]   IO: outb 0070 <= 41
013d.01c8    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01c9    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01ca    RH..    [f000:040e]   IO: outb 0070 <= 42
013d.01cb    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01cc    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01cd    RH..    [f000:020d]   IO: outb 0070 <= 43
013d.01ce    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01cf    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01d0    RH..    [f000:040e]   IO: outb 0070 <= 44
013d.01d1    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01d2    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01d3    RH..    [f000:020d]   IO: outb 0070 <= 45
013d.01d4    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01d5    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01d6    RH..    [f000:040e]   IO: outb 0070 <= 46
013d.01d7    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01d8    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01d9    RH..    [f000:020d]   IO: outb 0070 <= 47
013d.01da    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01db    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01dc    RH..    [f000:040e]   IO: outb 0070 <= 48
013d.01dd    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01de    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01df    RH..    [f000:020d]   IO: outb 0070 <= 49
013d.01e0    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01e1    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01e2    RH..    [f000:040e]   IO: outb 0070 <= 4a
013d.01e3    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01e4    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01e5    RH..    [f000:020d]   IO: outb 0070 <= 4b
013d.01e6    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.01e7    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01e8    RH..    [f000:040e]   IO: outb 0070 <= 4c
013d.01e9    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.01ea    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01eb    RH..    [f000:020d]   IO: outb 0070 <= 4d
013d.01ec    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.01ed    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01ee    RH..    [f000:040e]   IO: outb 0070 <= 4e
013d.01ef    RH..    [f000:0414]   IO:  inb 0071 => ff
013d.01f0    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01f1    RH..    [f000:020d]   IO: outb 0070 <= 4f
013d.01f2    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.01f3    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01f4    RH..    [f000:040e]   IO: outb 0070 <= 50
013d.01f5    RH..    [f000:0414]   IO:  inb 0071 => ff
013d.01f6    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01f7    RH..    [f000:020d]   IO: outb 0070 <= 51
013d.01f8    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.01f9    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01fa    RH..    [f000:040e]   IO: outb 0070 <= 52
013d.01fb    RH..    [f000:0414]   IO:  inb 0071 => 40
013d.01fc    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.01fd    RH..    [f000:020d]   IO: outb 0070 <= 53
013d.01fe    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.01ff    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0200    R.Q.    [f000:01c8]   MEM:  readw 000f2287 => 0060
013d.0201    RH..    [f000:040e]   IO: outb 0070 <= 55
013d.0202    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.0203    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0204    RH..    [f000:020d]   IO: outb 0070 <= 56
013d.0205    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.0206    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0207    RH..    [f000:040e]   IO: outb 0070 <= 57
013d.0208    RH..    [f000:0414]   IO:  inb 0071 => ff
013d.0209    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.020a    RH..    [f000:020d]   IO: outb 0070 <= 58
013d.020b    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.020c    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.020d    RH..    [f000:040e]   IO: outb 0070 <= 59
013d.020e    RH..    [f000:0414]   IO:  inb 0071 => ff
013d.020f    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0210    RH..    [f000:020d]   IO: outb 0070 <= 5a
013d.0211    RH..    [f000:0412]   IO:  inb 0071 => ff
013d.0212    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0213    RH..    [f000:040e]   IO: outb 0070 <= 5b
013d.0214    RH..    [f000:0414]   IO:  inb 0071 => 4d
013d.0215    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0216    RH..    [f000:020d]   IO: outb 0070 <= 5c
013d.0217    RH..    [f000:0412]   IO:  inb 0071 => 43
013d.0218    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0219    RH..    [f000:040e]   IO: outb 0070 <= 5d
013d.021a    RH..    [f000:0414]   IO:  inb 0071 => 5e
013d.021b    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.021c    RH..    [f000:020d]   IO: outb 0070 <= 5e
013d.021d    RH..    [f000:0412]   IO:  inb 0071 => 1e
013d.021e    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.021f    RH..    [f000:040e]   IO: outb 0070 <= 5f
013d.0220    RH..    [f000:0414]   IO:  inb 0071 => 80
013d.0221    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0222    R.Q.    [f000:01c8]   MEM:  readw 000f2289 => 0069
013d.0223    RH..    [f000:0211]   IO: outb 0070 <= 61
013d.0224    RH..    [f000:0412]   IO:  inb 0071 => 0f
013d.0225    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0226    RH..    [f000:040e]   IO: outb 0070 <= 62
013d.0227    RH..    [f000:0414]   IO:  inb 0071 => 0c
013d.0228    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0229    RH..    [f000:020d]   IO: outb 0070 <= 63
013d.022a    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.022b    R.Q.    [f000:0282]   MEM:  readw 000f020b => 020d
013d.022c    RH..    [f000:040e]   IO: outb 0070 <= 64
013d.022d    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.022e    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.022f    RH..    [f000:020d]   IO: outb 0070 <= 65
013d.0230    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.0231    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0232    RH..    [f000:040e]   IO: outb 0070 <= 66
013d.0233    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.0234    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0235    RH..    [f000:020d]   IO: outb 0070 <= 67
013d.0236    RH..    [f000:0412]   IO:  inb 0071 => 10
013d.0237    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0238    RH..    [f000:040e]   IO: outb 0070 <= 68
013d.0239    RH..    [f000:0414]   IO:  inb 0071 => 31
013d.023a    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.023b    R.Q.    [f000:01c8]   MEM:  readw 000f228b => 0079
013d.023c    RH..    [f000:0211]   IO: outb 0070 <= 6a
013d.023d    RH..    [f000:0412]   IO:  inb 0071 => 54
013d.023e    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.023f    RH..    [f000:040e]   IO: outb 0070 <= 6b
013d.0240    RH..    [f000:0414]   IO:  inb 0071 => 76
013d.0241    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0242    RH..    [f000:020d]   IO: outb 0070 <= 6c
013d.0243    RH..    [f000:0412]   IO:  inb 0071 => 98
013d.0244    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0245    RH..    [f000:040e]   IO: outb 0070 <= 6d
013d.0246    RH..    [f000:0414]   IO:  inb 0071 => ba
013d.0247    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0248    RH..    [f000:020d]   IO: outb 0070 <= 6e
013d.0249    RH..    [f000:0412]   IO:  inb 0071 => 10
013d.024a    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.024b    RH..    [f000:040e]   IO: outb 0070 <= 6f
013d.024c    RH..    [f000:0414]   IO:  inb 0071 => 32
013d.024d    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.024e    RH..    [f000:020d]   IO: outb 0070 <= 70
013d.024f    RH..    [f000:0412]   IO:  inb 0071 => 54
013d.0250    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0251    RH..    [f000:040e]   IO: outb 0070 <= 71
013d.0252    RH..    [f000:0414]   IO:  inb 0071 => 76
013d.0253    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0254    RH..    [f000:020d]   IO: outb 0070 <= 72
013d.0255    RH..    [f000:0412]   IO:  inb 0071 => 98
013d.0256    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0257    RH..    [f000:040e]   IO: outb 0070 <= 73
013d.0258    RH..    [f000:0414]   IO:  inb 0071 => ba
013d.0259    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.025a    RH..    [f000:020d]   IO: outb 0070 <= 74
013d.025b    RH..    [f000:0412]   IO:  inb 0071 => 72
013d.025c    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.025d    RH..    [f000:040e]   IO: outb 0070 <= 75
013d.025e    RH..    [f000:0414]   IO:  inb 0071 => 07
013d.025f    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0260    RH..    [f000:020d]   IO: outb 0070 <= 76
013d.0261    RH..    [f000:0412]   IO:  inb 0071 => 00
013d.0262    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0263    RH..    [f000:040e]   IO: outb 0070 <= 77
013d.0264    RH..    [f000:0414]   IO:  inb 0071 => 00
013d.0265    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0266    RH..    [f000:020d]   IO: outb 0070 <= 78
013d.0267    RH..    [f000:0412]   IO:  inb 0071 => 70
013d.0268    R.Q.    [f000:01f8]   MEM:  readw 000f020b => 020d
013d.0269    R.Q.    [f000:01c8]   MEM:  readw 000f228d => 007a
013d.026a    R.Q.    [f000:0211]   MEM:  readw 000f228f => 007b
013d.026b    R.Q.    [f000:01c8]   MEM:  readw 000f2291 => 007c
013d.026c    R.Q.    [f000:01d0]   MEM:  readw 000f2293 => 007d
013d.026d    R.Q.    [f000:01d0]   MEM:  readw 000f2295 => 007e
013d.026e    R.Q.    [f000:01d0]   MEM:  readw 000f2297 => 007f
013d.026f    R.Q.    [f000:01d0]   MEM:  readw 000f2299 => 00a8
013d.0270    R.Q.    [f000:01fa]   MEM:  readw 000f01ff => 0204
013d.0271    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0272    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0273    RH..    [f000:7e13]   IO: outb 0074 <= 80
013d.0274    RH..    [f000:7e1b]   IO:  inb 0075 => 80
013d.0275    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0276    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0277    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0278    RH..    [f000:7e0f]   IO: outb 0074 <= 81
013d.0279    RH..    [f000:7e1b]   IO:  inb 0075 => 38
013d.027a    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.027b    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.027c    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.027d    RH..    [f000:7e13]   IO: outb 0074 <= 82
013d.027e    RH..    [f000:7e1b]   IO:  inb 0075 => 01
013d.027f    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0280    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0281    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0282    RH..    [f000:7e0f]   IO: outb 0074 <= 83
013d.0283    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.0284    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0285    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0286    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0287    RH..    [f000:7e13]   IO: outb 0074 <= 84
013d.0288    RH..    [f000:7e1b]   IO:  inb 0075 => 08
013d.0289    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.028a    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.028b    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.028c    RH..    [f000:7e0f]   IO: outb 0074 <= 85
013d.028d    RH..    [f000:7e1b]   IO:  inb 0075 => 1a
013d.028e    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.028f    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0290    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0291    RH..    [f000:7e13]   IO: outb 0074 <= 86
013d.0292    RH..    [f000:7e1b]   IO:  inb 0075 => 08
013d.0293    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0294    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0295    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0296    RH..    [f000:7e0f]   IO: outb 0074 <= 87
013d.0297    RH..    [f000:7e1b]   IO:  inb 0075 => 1a
013d.0298    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0299    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.029a    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.029b    RH..    [f000:7e13]   IO: outb 0074 <= 88
013d.029c    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.029d    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.029e    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.029f    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02a0    RH..    [f000:7e0f]   IO: outb 0074 <= 89
013d.02a1    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.02a2    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02a3    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02a4    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02a5    RH..    [f000:7e13]   IO: outb 0074 <= 8a
013d.02a6    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.02a7    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02a8    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02a9    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02aa    RH..    [f000:7e0f]   IO: outb 0074 <= 8b
013d.02ab    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.02ac    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02ad    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02ae    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02af    RH..    [f000:7e13]   IO: outb 0074 <= 8c
013d.02b0    RH..    [f000:7e1b]   IO:  inb 0075 => 08
013d.02b1    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02b2    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02b3    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02b4    RH..    [f000:7e0f]   IO: outb 0074 <= 8d
013d.02b5    RH..    [f000:7e1b]   IO:  inb 0075 => 32
013d.02b6    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02b7    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02b8    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02b9    RH..    [f000:7e13]   IO: outb 0074 <= 8e
013d.02ba    RH..    [f000:7e1b]   IO:  inb 0075 => 2c
013d.02bb    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02bc    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02bd    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02be    RH..    [f000:7e0f]   IO: outb 0074 <= 8f
013d.02bf    RH..    [f000:7e1b]   IO:  inb 0075 => 00
013d.02c0    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02c1    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02c2    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02c3    RH..    [f000:7e13]   IO: outb 0074 <= 90
013d.02c4    RH..    [f000:7e1b]   IO:  inb 0075 => 40
013d.02c5    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02c6    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02c7    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02c8    RH..    [f000:7e0f]   IO: outb 0074 <= 91
013d.02c9    RH..    [f000:7e1b]   IO:  inb 0075 => 40
013d.02ca    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02cb    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02cc    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02cd    RH..    [f000:7e13]   IO: outb 0074 <= 92
013d.02ce    RH..    [f000:7e1b]   IO:  inb 0075 => c0
013d.02cf    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02d0    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02d1    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02d2    RH..    [f000:7e0f]   IO: outb 0074 <= 93
013d.02d3    RH..    [f000:7e1b]   IO:  inb 0075 => b0
013d.02d4    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02d5    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02d6    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02d7    RH..    [f000:7e13]   IO: outb 0074 <= 94
013d.02d8    RH..    [f000:7e1b]   IO:  inb 0075 => aa
013d.02d9    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02da    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02db    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02dc    RH..    [f000:7e0f]   IO: outb 0074 <= 95
013d.02dd    RH..    [f000:7e1b]   IO:  inb 0075 => 49
013d.02de    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02df    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02e0    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02e1    RH..    [f000:7e13]   IO: outb 0074 <= 96
013d.02e2    RH..    [f000:7e1b]   IO:  inb 0075 => 01
013d.02e3    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02e4    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02e5    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02e6    RH..    [f000:7e0f]   IO: outb 0074 <= 97
013d.02e7    RH..    [f000:7e1b]   IO:  inb 0075 => a4
013d.02e8    R.Q.    [f000:0282]   MEM:  readw 000f020b => 020d
013d.02e9    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02ea    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02eb    RH..    [f000:7e13]   IO: outb 0074 <= 98
013d.02ec    RH..    [f000:7e1b]   IO:  inb 0075 => 98
013d.02ed    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02ee    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02ef    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02f0    RH..    [f000:7e0f]   IO: outb 0074 <= 99
013d.02f1    RH..    [f000:7e1b]   IO:  inb 0075 => 02
013d.02f2    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02f3    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02f4    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02f5    RH..    [f000:7e13]   IO: outb 0074 <= 9a
013d.02f6    RH..    [f000:7e1b]   IO:  inb 0075 => fd
013d.02f7    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02f8    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02f9    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02fa    RH..    [f000:7e0f]   IO: outb 0074 <= 9b
013d.02fb    RH..    [f000:7e1b]   IO:  inb 0075 => 07
013d.02fc    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.02fd    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.02fe    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.02ff    RH..    [f000:7e13]   IO: outb 0074 <= 9c
013d.0300    RH..    [f000:7e1b]   IO:  inb 0075 => 6e
013d.0301    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0302    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0303    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0304    RH..    [f000:7e0f]   IO: outb 0074 <= 9d
013d.0305    RH..    [f000:7e1b]   IO:  inb 0075 => e8
013d.0306    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0307    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0308    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0309    RH..    [f000:7e13]   IO: outb 0074 <= 9e
013d.030a    RH..    [f000:7e1b]   IO:  inb 0075 => 44
013d.030b    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.030c    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.030d    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.030e    RH..    [f000:7e0f]   IO: outb 0074 <= 9f
013d.030f    RH..    [f000:7e1b]   IO:  inb 0075 => 3d
013d.0310    R.Q.    [f000:0282]   MEM:  readw 000f020b => 020d
013d.0311    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0312    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0313    RH..    [f000:7e13]   IO: outb 0074 <= a0
013d.0314    RH..    [f000:7e1b]   IO:  inb 0075 => a6
013d.0315    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0316    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0317    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0318    RH..    [f000:7e0f]   IO: outb 0074 <= a1
013d.0319    RH..    [f000:7e1b]   IO:  inb 0075 => 27
013d.031a    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.031b    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.031c    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.031d    RH..    [f000:7e13]   IO: outb 0074 <= a2
013d.031e    RH..    [f000:7e1b]   IO:  inb 0075 => 02
013d.031f    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0320    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0321    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0322    RH..    [f000:7e0f]   IO: outb 0074 <= a3
013d.0323    RH..    [f000:7e1b]   IO:  inb 0075 => 82
013d.0324    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.0325    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0326    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.0327    RH..    [f000:7e13]   IO: outb 0074 <= a4
013d.0328    RH..    [f000:7e1b]   IO:  inb 0075 => 9b
013d.0329    R.Q.    [f000:0282]   MEM:  readw 000f020b => 020d
013d.032a    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.032b    RH..    [f000:7e0b]   IO:  inb 0075 => 26
013d.032c    RH..    [f000:7e0f]   IO: outb 0074 <= a5
013d.032d    RH..    [f000:7e1b]   IO:  inb 0075 => df
013d.032e    R.Q.    [f000:0206]   MEM:  readw 000f020b => 020d
013d.032f    RH..    [f000:7e01]   IO: outb 0074 <= 0a
013d.0330    RH..    [f000:7e0b]   IO:  inb 0075 => 26
